--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
Set #216 - Turnback Cave Swarm/Radar/GBA (rate=15) - ZIGZAGOON Lv25, GLACEON Lv25, PIDGEOTTO Lv27, TANGROWTH Lv27, GROUDON Lv28, JUMPLUFF Lv28, CLAYDOL Lv28, CARVANHA Lv28, GOREBYSS Lv28, WIGGLYTUFF Lv28, LOPUNNY Lv28, MAWILE Lv28, TOGETIC Lv28, GALLADE Lv28, FINNEON Lv28, GASTRODON Lv28
Set #217 - Turnback Cave Grass/Cave (rate=15) - SEALEO Lv25, REGIROCK Lv25, JIRACHI Lv26, DEOXYS Lv27, SPOINK Lv27, DELCATTY Lv27, KABUTO Lv28, HAUNTER Lv26, DIGLETT Lv28, SHELGON Lv28, POLIWAG Lv28, ABSOL Lv28
Set #218 - Turnback Cave Swarm/Radar/GBA (rate=15) - LOTAD Lv25, CRAWDAUNT Lv25, MANTYKE Lv27, FINNEON Lv27, COMBEE Lv28, SHARPEDO Lv28, QUAGSIRE Lv28, UXIE Lv28, ENTEI Lv28, REGIGIGAS Lv28, NOCTOWL Lv28, TYROGUE Lv28, LILEEP Lv28, SEEDOT Lv28, NOSEPASS Lv28, NINETALES Lv28
Set #219 - Turnback Cave Grass/Cave (rate=15) - CROAGUNK Lv25, UMBREON Lv25, REMORAID Lv26, BEAUTIFLY Lv27, SWELLOW Lv27, POOCHYENA Lv27, LATIOS Lv28, GLISCOR Lv26, PSYDUCK Lv28, WORMADAM Lv28, GARCHOMP Lv28, JOLTEON Lv28
Set #220 - Turnback Cave Swarm/Radar/GBA (rate=15) - QUAGSIRE Lv25, STUNKY Lv25, DUNSPARCE Lv27, LOMBRE Lv27, RAICHU Lv28, DELIBIRD Lv28, SHIELDON Lv28, GARCHOMP Lv28, CLAMPERL Lv28, LEAFEON Lv28, NIDOKING Lv28, GIBLE Lv28, TRAPINCH Lv28, DROWZEE Lv28, LILEEP Lv28, AIPOM Lv28
Set #221 - Turnback Cave Grass/Cave (rate=15) - NIDORINO Lv25, WHISMUR Lv25, SUNFLORA Lv26, GIRATINA Lv27, FLAAFFY Lv27, MUK Lv27, OMASTAR Lv28, MANTINE Lv26, VILEPLUME Lv28, PORYGON Lv28, SWABLU Lv28, LEDYBA Lv28
Set #222 - Turnback Cave Swarm/Radar/GBA (rate=15) - LATIAS Lv25, DUSTOX Lv25, GRAVELER Lv27, CHERRIM Lv27, RALTS Lv28, RHYHORN Lv28, PORYGON Lv28, PHANPY Lv28, WYNAUT Lv28, ELECTRODE Lv28, TENTACOOL Lv28, TORTERRA Lv28, IVYSAUR Lv28, FLAAFFY Lv28, STARMIE Lv28, SHIELDON Lv28
Set #223 - Turnback Cave Grass/Cave (rate=15) - GALLADE Lv25, BUDEW Lv25, DRIFBLIM Lv26, CRAWDAUNT Lv27, OMANYTE Lv27, SWABLU Lv27, URSARING Lv28, CORSOLA Lv26, GASTLY Lv28, LOMBRE Lv28, BEAUTIFLY Lv28, UXIE Lv28
Set #224 - Turnback Cave Swarm/Radar/GBA (rate=15) - MAWILE Lv25, SKUNTANK Lv25, HARIYAMA Lv27, DODRIO Lv27, MAKUHITA Lv28, GLAMEOW Lv28, TORTERRA Lv28, LUXIO Lv28, CHANSEY Lv28, ZAPDOS Lv28, CLEFABLE Lv28, VIBRAVA Lv28, NINCADA Lv28, NUMEL Lv28, COMBEE Lv28, STARLY Lv28
Set #225 - Turnback Cave Grass/Cave (rate=15) - GENGAR Lv35, ZIGZAGOON Lv35, MANTYKE Lv36, VESPIQUEN Lv37, MASQUERAIN Lv37, CYNDAQUIL Lv37, MIME JR. Lv38, SLOWPOKE Lv36, LUGIA Lv38, UNOWN Lv38, MILTANK Lv38, TANGROWTH Lv38
Set #226 - Turnback Cave Swarm/Radar/GBA (rate=15) - MAREEP Lv35, PERSIAN Lv35, CORSOLA Lv37, BIBAREL Lv37, KRICKETUNE Lv38, IVYSAUR Lv38, TYROGUE Lv38, LUCARIO Lv38, BELDUM Lv38, TORTERRA Lv38, STEELIX Lv38, MANKEY Lv38, TORCHIC Lv38, GRUMPIG Lv38, MAGCARGO Lv38, MANTINE Lv38
Set #227 - Turnback Cave Grass/Cave (rate=15) - WOOPER Lv35, MEW Lv35, MANKEY Lv36, SNOVER Lv37, AMPHAROS Lv37, CHINGLING Lv37, NUZLEAF Lv38, PINSIR Lv36, DROWZEE Lv38, DIALGA Lv38, HUNTAIL Lv38, LUVDISC Lv38
Set #228 - Turnback Cave Swarm/Radar/GBA (rate=15) - LUMINEON Lv35, NINETALES Lv35, TOXICROAK Lv37, GROWLITHE Lv37, SPINARAK Lv38, KYOGRE Lv38, MURKROW Lv38, WALREIN Lv38, PARAS Lv38, BRELOOM Lv38, LUDICOLO Lv38, BUNEARY Lv38, PELIPPER Lv38, KRABBY Lv38, NIDORAN♂ Lv38, WEAVILE Lv38
Set #229 - Turnback Cave Grass/Cave (rate=15) - SUICUNE Lv35, PSYDUCK Lv35, PILOSWINE Lv36, YANMA Lv37, MAGIKARP Lv37, BUIZEL Lv37, SUDOWOODO Lv38, GRIMER Lv36, GYARADOS Lv38, VIGOROTH Lv38, FLAREON Lv38, OMANYTE Lv38
Set #230 - Turnback Cave Swarm/Radar/GBA (rate=15) - KABUTO Lv35, EXEGGCUTE Lv35, VILEPLUME Lv37, HOUNDOUR Lv37, AMBIPOM Lv38, BLAZIKEN Lv38, PELIPPER Lv38, MAROWAK Lv38, GENGAR Lv38, KABUTOPS Lv38, ARCEUS Lv38, VOLTORB Lv38, KRICKETUNE Lv38, SHELLDER Lv38, MILTANK Lv38, PINSIR Lv38
Set #231 - Turnback Cave Grass/Cave (rate=15) - JIRACHI Lv35, BEAUTIFLY Lv35, CARNIVINE Lv36, MAGMORTAR Lv37, MACHOKE Lv37, DRIFBLIM Lv37, TORCHIC Lv38, LEAFEON Lv36, SMEARGLE Lv38, SQUIRTLE Lv38, WIGGLYTUFF Lv38, MEWTWO Lv38
Set #232 - Turnback Cave Swarm/Radar/GBA (rate=15) - DARKRAI Lv35, NUMEL Lv35, NIDOKING Lv37, GULPIN Lv37, WARTORTLE Lv38, DEWGONG Lv38, ELEKID Lv38, SHAYMIN Lv38, TANGROWTH Lv38, KOFFING Lv38, MACHOKE Lv38, BUIZEL Lv38, STEELIX Lv38, TOGEKISS Lv38, METAGROSS Lv38, XATU Lv38
Set #233 - Turnback Cave Grass/Cave (rate=15) - BANETTE Lv35, CAMERUPT Lv35, SANDSLASH Lv36, NIDORINO Lv37, ZANGOOSE Lv37, CHIMCHAR Lv37, MUDKIP Lv38, VENONAT Lv36, SMOOCHUM Lv38, GARCHOMP Lv38, WALREIN Lv38, VOLTORB Lv38
Set #234 - Turnback Cave Swarm/Radar/GBA (rate=15) - NINETALES Lv35, EXEGGUTOR Lv35, METAPOD Lv37, VIBRAVA Lv37, MUDKIP Lv38, SWAMPERT Lv38, BLISSEY Lv38, PINECO Lv38, BRELOOM Lv38, DONPHAN Lv38, NINJASK Lv38, SNORUNT Lv38, BELLSPROUT Lv38, CHATOT Lv38, WINGULL Lv38, LUGIA Lv38
Set #235 - ? Unknown ? Grass/Cave (rate=15) - SHIFTRY Lv35, ELECTRODE Lv35, PORYGON-Z Lv36, JOLTEON Lv37, TRAPINCH Lv37, POLIWAG Lv37, SALAMENCE Lv38, GOLDUCK Lv36, VICTREEBEL Lv38, DELIBIRD Lv38, URSARING Lv38, HIPPOPOTAS Lv38
Set #236 - ? Unknown ? Swarm/Radar/GBA (rate=15) - LATIOS Lv35, BANETTE Lv35, EXEGGUTOR Lv37, SKORUPI Lv37, ARCANINE Lv38, STUNKY Lv38, EMPOLEON Lv38, SNEASEL Lv38, CHARIZARD Lv38, PHIONE Lv38, ONIX Lv38, RELICANTH Lv38, DRAGONITE Lv38, FEEBAS Lv38, DUNSPARCE Lv38, PALKIA Lv38
Set #237 - ? Unknown ? Grass/Cave (rate=15) - PHANPY Lv45, ODDISH Lv45, MAREEP Lv46, METAGROSS Lv45, PIKACHU Lv47, HARIYAMA Lv46, LICKITUNG Lv47, MIME JR. Lv46, ILLUMISE Lv47, ABRA Lv45, LEAFEON Lv48, INFERNAPE Lv47
Set #238 - ? Unknown ? Swarm/Radar/GBA (rate=15) - SHUCKLE Lv45, BALTOY Lv45, KABUTOPS Lv47, MUK Lv46, CORPHISH Lv48, TEDDIURSA Lv47, PINECO Lv47, UMBREON Lv45, GROWLITHE Lv47, SKORUPI Lv45, COMBUSKEN Lv47, GASTLY Lv45, OMASTAR Lv47, KIRLIA Lv45, GIBLE Lv47, SNOVER Lv45
Set #239 - ? Unknown ? Grass/Cave (rate=15) - VICTREEBEL Lv45, CORSOLA Lv45, SHELLDER Lv46, LICKITUNG Lv45, MAGNETON Lv47, SHELLOS Lv46, BLISSEY Lv47, SEAKING Lv46, WOOPER Lv47, CHANSEY Lv45, MEWTWO Lv48, TOGEPI Lv47
Set #240 - ? Unknown ? Swarm/Radar/GBA (rate=15) - JIRACHI Lv45, GIRATINA Lv45, GYARADOS Lv47, MANKEY Lv46, ARMALDO Lv48, AGGRON Lv47, HIPPOPOTAS Lv47, RAYQUAZA Lv45, SKORUPI Lv47, POLIWHIRL Lv45, PIPLUP Lv47, PLUSLE Lv45, AZELF Lv47, WARTORTLE Lv45, LUVDISC Lv47, RATTATA Lv45
Set #241 - ? Unknown ? Grass/Cave (rate=15) - STARYU Lv45, MAGNETON Lv45, DEWGONG Lv46, BULBASAUR Lv45, TRAPINCH Lv47, LOPUNNY Lv46, ENTEI Lv47, MUDKIP Lv46, COMBUSKEN Lv47, SOLROCK Lv45, TOXICROAK Lv48, PIDGEOT Lv47
Set #242 - ? Unknown ? Swarm/Radar/GBA (rate=15) - REMORAID Lv45, PUPITAR Lv45, VAPOREON Lv47, FINNEON Lv46, WINGULL Lv48, TAUROS Lv47, CHARMELEON Lv47, NINJASK Lv45, WIGGLYTUFF Lv47, GOLEM Lv45, KANGASKHAN Lv47, STARMIE Lv45, NINETALES Lv47, NIDORAN♀ Lv45, PURUGLY Lv47, SHELLOS Lv45
Set #243 - ? Unknown ? Grass/Cave (rate=15) - STARMIE Lv45, MILTANK Lv45, WORMADAM Lv46, MEGANIUM Lv45, GOLEM Lv47, SANDSHREW Lv46, VIBRAVA Lv47, AMPHAROS Lv46, ARMALDO Lv47, STARAVIA Lv45, TORKOAL Lv48, GRUMPIG Lv47
Set #244 - ? Unknown ? Swarm/Radar/GBA (rate=15) - LICKITUNG Lv45, SQUIRTLE Lv45, PELIPPER Lv47, WEAVILE Lv46, KANGASKHAN Lv48, SABLEYE Lv47, SANDSHREW Lv47, RALTS Lv45, BULBASAUR Lv47, GOLEM Lv45, PHIONE Lv47, SEVIPER Lv45, NIDORAN♂ Lv47, SNEASEL Lv45, NUMEL Lv47, WORMADAM Lv45
Set #245 - ? Unknown ? Grass/Cave (rate=15) - ABOMASNOW Lv45, KRABBY Lv45, FEEBAS Lv46, SHEDINJA Lv45, PORYGON2 Lv47, DRAPION Lv46, GEODUDE Lv47, SKIPLOOM Lv46, SILCOON Lv47, NIDOKING Lv45, MEW Lv48, SABLEYE Lv47
Set #246 - ? Unknown ? Swarm/Radar/GBA (rate=15) - BUTTERFREE Lv45, DUSTOX Lv45, STANTLER Lv47, SENTRET Lv46, STARYU Lv48, MOTHIM Lv47, BASTIODON Lv47, FLAREON Lv45, BULBASAUR Lv47, PRINPLUP Lv45, SPEAROW Lv47, COMBUSKEN Lv45, GLISCOR Lv47, PELIPPER Lv45, SHARPEDO Lv47, WEEZING Lv45
Set #247 - ? Unknown ? Grass/Cave (rate=15) - SKUNTANK Lv45, ROTOM Lv45, TANGELA Lv46, BARBOACH Lv45, FORRETRESS Lv47, ABSOL Lv46, WIGGLYTUFF Lv47, MUDKIP Lv46, MASQUERAIN Lv47, HO-OH Lv45, SHUCKLE Lv48, LARVITAR Lv47
Set #248 - ? Unknown ? Swarm/Radar/GBA (rate=15) - CRAWDAUNT Lv45, JOLTEON Lv45, FINNEON Lv47, POLIWAG Lv46, SHELLDER Lv48, TENTACOOL Lv47, PLUSLE Lv47, MEDITITE Lv45, DODUO Lv47, LATIOS Lv45, LICKILICKY Lv47, ABSOL Lv45, ZIGZAGOON Lv47, LUXIO Lv45, JIGGLYPUFF Lv47, CARVANHA Lv45
Set #249 - ? Unknown ? Grass/Cave (rate=15) - COMBEE Lv45, YANMA Lv45, KYOGRE Lv46, ALAKAZAM Lv45, PIKACHU Lv47, SNUBBULL Lv46, ELECTRODE Lv47, WYNAUT Lv46, CHIKORITA Lv47, ABOMASNOW Lv45, CELEBI Lv48, SHEDINJA Lv47
Set #250 - ? Unknown ? Swarm/Radar/GBA (rate=15) - YANMA Lv45, MACHOKE Lv45, SEALEO Lv47, BELDUM Lv46, IGGLYBUFF Lv48, FEAROW Lv47, VOLBEAT Lv47, HONCHKROW Lv45, SNUBBULL Lv47, HAPPINY Lv45, POLITOED Lv47, ROSELIA Lv45, KECLEON Lv47, LATIOS Lv45, HOOTHOOT Lv47, HITMONCHAN Lv45
Set #251 - ? Unknown ? Grass/Cave (rate=15) - CLEFFA Lv45, SOLROCK Lv45, HAPPINY Lv46, GLAMEOW Lv45, ANORITH Lv47, MAGIKARP Lv46, PUPITAR Lv47, HEATRAN Lv46, TORCHIC Lv47, NOCTOWL Lv45, SPHEAL Lv48, SKITTY Lv47
Set #252 - ? Unknown ? Swarm/Radar/GBA (rate=15) - STARAPTOR Lv45, BARBOACH Lv45, SHUPPET Lv47, HOUNDOUR Lv46, ARCEUS Lv48, POLIWRATH Lv47, PIKACHU Lv47, TORCHIC Lv45, SWELLOW Lv47, PUPITAR Lv45, GALLADE Lv47, HITMONCHAN Lv45, ANORITH Lv47, ELECTIVIRE Lv45, COMBUSKEN Lv47, PONYTA Lv45
Set #253 - ? Unknown ? Grass/Cave (rate=15) - WARTORTLE Lv45, VENOMOTH Lv45, BONSLY Lv46, SNEASEL Lv45, KYOGRE Lv47, PHANPY Lv46, RAICHU Lv47, CHARIZARD Lv46, POLITOED Lv47, YANMA Lv45, SEADRA Lv48, VILEPLUME Lv47
Set #254 - ? Unknown ? Swarm/Radar/GBA (rate=15) - CHINCHOU Lv45, NIDORAN♂ Lv45, POLIWRATH Lv47, ROSERADE Lv46, BIDOOF Lv48, MANAPHY Lv47, TORKOAL Lv47, SNUBBULL Lv45, SNEASEL Lv47, VICTREEBEL Lv45, SWINUB Lv47, DEWGONG Lv45, STEELIX Lv47, DRIFLOON Lv45, REGICE Lv47, DONPHAN Lv45
Set #255 - ? Unknown ? Grass/Cave (rate=15) - DUSCLOPS Lv45, VAPOREON Lv45, HO-OH Lv46, SURSKIT Lv45, TOGETIC Lv47, BLISSEY Lv46, ELEKID Lv47, LUGIA Lv46, GRANBULL Lv47, VILEPLUME Lv45, PICHU Lv48, BELDUM Lv47
Set #256 - ? Unknown ? Swarm/Radar/GBA (rate=15) - SPHEAL Lv45, WINGULL Lv45, TENTACRUEL Lv47, DUGTRIO Lv46, QUILAVA Lv48, SPIRITOMB Lv47, BELLSPROUT Lv47, GLOOM Lv45, CLAMPERL Lv47, PUPITAR Lv45, DONPHAN Lv47, WEEPINBELL Lv45, DARKRAI Lv47, HIPPOWDON Lv45, TYRANITAR Lv47, VIBRAVA Lv45
Set #257 - ? Unknown ? Grass/Cave (rate=15) - PONYTA Lv45, LATIOS Lv45, LOTAD Lv46, SUICUNE Lv45, DRAGONAIR Lv47, HITMONLEE Lv46, SILCOON Lv47, ALTARIA Lv46, WOBBUFFET Lv47, CACNEA Lv45, HORSEA Lv48, KINGLER Lv47
Set #258 - ? Unknown ? Swarm/Radar/GBA (rate=15) - SHROOMISH Lv45, SUICUNE Lv45, ARCANINE Lv47, LINOONE Lv46, EMPOLEON Lv48, MAGNEMITE Lv47, TOTODILE Lv47, ZAPDOS Lv45, HO-OH Lv47, RHYHORN Lv45, SEALEO Lv47, PONYTA Lv45, BRELOOM Lv47, BUTTERFREE Lv45, GROVYLE Lv47, SPINARAK Lv45
Set #259 - ? Unknown ? Grass/Cave (rate=15) - ARBOK Lv45, ABSOL Lv45, SNORUNT Lv46, DEWGONG Lv45, ABOMASNOW Lv47, SMOOCHUM Lv46, VIBRAVA Lv47, WEAVILE Lv46, RAIKOU Lv47, SQUIRTLE Lv45, MANAPHY Lv48, KANGASKHAN Lv47
Set #260 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MAWILE Lv45, BRELOOM Lv45, TORTERRA Lv47, SKARMORY Lv46, PINECO Lv48, BELDUM Lv47, SQUIRTLE Lv47, GRIMER Lv45, TAUROS Lv47, STARMIE Lv45, GOREBYSS Lv47, RHYDON Lv45, PRIMEAPE Lv47, VIBRAVA Lv45, FINNEON Lv47, AZUMARILL Lv45
Set #261 - ? Unknown ? Grass/Cave (rate=15) - TRAPINCH Lv45, PORYGON2 Lv45, SKIPLOOM Lv46, TAUROS Lv45, NIDOQUEEN Lv47, FEEBAS Lv46, EXEGGCUTE Lv47, SLOWKING Lv46, BLAZIKEN Lv47, MILTANK Lv45, GRUMPIG Lv48, SCIZOR Lv47
Set #262 - ? Unknown ? Swarm/Radar/GBA (rate=15) - DODRIO Lv45, CROAGUNK Lv45, GOLDUCK Lv47, ZAPDOS Lv46, SHINX Lv48, WOBBUFFET Lv47, BUNEARY Lv47, RIOLU Lv45, RAICHU Lv47, ILLUMISE Lv45, BUDEW Lv47, BONSLY Lv45, KRABBY Lv47, GRAVELER Lv45, NIDORINA Lv47, SNORLAX Lv45
Set #263 - ? Unknown ? Grass/Cave (rate=15) - GLIGAR Lv45, TOTODILE Lv45, CLAMPERL Lv46, PIDGEY Lv45, CHARMANDER Lv47, LOUDRED Lv46, HOUNDOUR Lv47, ROSERADE Lv46, LUXRAY Lv47, RHYHORN Lv45, CLEFAIRY Lv48, ELECTABUZZ Lv47
Set #264 - ? Unknown ? Swarm/Radar/GBA (rate=15) - PINSIR Lv45, CYNDAQUIL Lv45, ZUBAT Lv47, FORRETRESS Lv46, MESPRIT Lv48, SPIRITOMB Lv47, GIRATINA Lv47, MISDREAVUS Lv45, STANTLER Lv47, SPEAROW Lv45, CARNIVINE Lv47, TREECKO Lv45, IGGLYBUFF Lv47, NIDOKING Lv45, PELIPPER Lv47, STARAPTOR Lv45
Set #265 - ? Unknown ? Grass/Cave (rate=15) - TOXICROAK Lv45, ELECTIVIRE Lv45, MANTYKE Lv46, WURMPLE Lv45, CASCOON Lv47, BALTOY Lv46, AZUMARILL Lv47, GRUMPIG Lv46, NIDOKING Lv47, MILTANK Lv45, SWALOT Lv48, SLUGMA Lv47
Set #266 - ? Unknown ? Swarm/Radar/GBA (rate=15) - NOSEPASS Lv45, GLAMEOW Lv45, WHISMUR Lv47, ARIADOS Lv46, TOGEKISS Lv48, GRIMER Lv47, SWAMPERT Lv47, LUCARIO Lv45, MEDICHAM Lv47, GROUDON Lv45, VAPOREON Lv47, SLOWBRO Lv45, KAKUNA Lv47, CLEFABLE Lv45, IGGLYBUFF Lv47, PELIPPER Lv45
Set #267 - ? Unknown ? Grass/Cave (rate=15) - LOUDRED Lv45, ROSERADE Lv45, RAICHU Lv46, RHYDON Lv45, ARCANINE Lv47, ZIGZAGOON Lv46, SWAMPERT Lv47, FLOATZEL Lv46, FLAAFFY Lv47, PORYGON Lv45, MISDREAVUS Lv48, MAWILE Lv47
Set #268 - ? Unknown ? Swarm/Radar/GBA (rate=15) - TAUROS Lv45, VOLTORB Lv45, GROUDON Lv47, RIOLU Lv46, LILEEP Lv48, SKUNTANK Lv47, MAREEP Lv47, SCEPTILE Lv45, MANKEY Lv47, AZURILL Lv45, MARSHTOMP Lv47, RALTS Lv45, LATIAS Lv47, HARIYAMA Lv45, KIRLIA Lv47, TREECKO Lv45
Set #269 - ? Unknown ? Grass/Cave (rate=15) - FROSLASS Lv45, FLAAFFY Lv45, MAKUHITA Lv46, REGIGIGAS Lv45, SWABLU Lv47, MILOTIC Lv46, GARCHOMP Lv47, WARTORTLE Lv46, METAPOD Lv47, BURMY Lv45, GOLDEEN Lv48, LICKITUNG Lv47
Set #270 - ? Unknown ? Swarm/Radar/GBA (rate=15) - CRAWDAUNT Lv45, KABUTOPS Lv45, MEDICHAM Lv47, CARVANHA Lv46, WHISCASH Lv48, GOLDUCK Lv47, ZANGOOSE Lv47, BUTTERFREE Lv45, RELICANTH Lv47, CLOYSTER Lv45, SWAMPERT Lv47, RAICHU Lv45, LUCARIO Lv47, TENTACRUEL Lv45, PIDGEOT Lv47, LILEEP Lv45
Set #271 - ? Unknown ? Grass/Cave (rate=15) - SHUPPET Lv45, SPOINK Lv45, MAGCARGO Lv46, PHANPY Lv45, PIPLUP Lv47, CHERRIM Lv46, GROTLE Lv47, INFERNAPE Lv46, GOLEM Lv47, EXPLOUD Lv45, SLUGMA Lv48, GALLADE Lv47
Set #272 - ? Unknown ? Swarm/Radar/GBA (rate=15) - KYOGRE Lv45, KINGDRA Lv45, GLACEON Lv47, BANETTE Lv46, AZUMARILL Lv48, KECLEON Lv47, AZURILL Lv47, ILLUMISE Lv45, CHERUBI Lv47, ELEKID Lv45, LUXRAY Lv47, MAKUHITA Lv45, ABOMASNOW Lv47, VOLBEAT Lv45, LEDYBA Lv47, STARYU Lv45
Set #273 - ? Unknown ? Grass/Cave (rate=15) - MR. MIME Lv45, BUIZEL Lv45, MILOTIC Lv46, DRAGONITE Lv45, PELIPPER Lv47, LUDICOLO Lv46, WAILMER Lv47, ROTOM Lv46, BIBAREL Lv47, HONCHKROW Lv45, SWINUB Lv48, KRICKETUNE Lv47
Set #274 - ? Unknown ? Swarm/Radar/GBA (rate=15) - CAMERUPT Lv45, BLAZIKEN Lv45, MEGANIUM Lv47, TAILLOW Lv46, GARDEVOIR Lv48, RAIKOU Lv47, CHIMCHAR Lv47, JYNX Lv45, BAYLEEF Lv47, TOTODILE Lv45, SCEPTILE Lv47, UXIE Lv45, AERODACTYL Lv47, TYPHLOSION Lv45, MAGNETON Lv47, ARTICUNO Lv45
Set #275 - ? Unknown ? Grass/Cave (rate=15) - HORSEA Lv45, GIBLE Lv45, PORYGON2 Lv46, MONFERNO Lv45, RAPIDASH Lv47, CASCOON Lv46, GIRATINA Lv47, SHAYMIN Lv46, CHARIZARD Lv47, PORYGON Lv45, RAMPARDOS Lv48, MACHOKE Lv47
Set #276 - ? Unknown ? Swarm/Radar/GBA (rate=15) - PUPITAR Lv45, CHINCHOU Lv45, ROTOM Lv47, KANGASKHAN Lv46, REGIGIGAS Lv48, AZELF Lv47, VICTREEBEL Lv47, GARDEVOIR Lv45, MAGCARGO Lv47, LANTURN Lv45, ELECTIVIRE Lv47, VOLTORB Lv45, BAGON Lv47, NINJASK Lv45, HUNTAIL Lv47, GRIMER Lv45
Set #277 - ? Unknown ? Grass/Cave (rate=15) - HUNTAIL Lv45, SLOWPOKE Lv45, ALTARIA Lv46, SLAKOTH Lv45, GOREBYSS Lv47, GOLDEEN Lv46, MAROWAK Lv47, DONPHAN Lv46, NINJASK Lv47, HAUNTER Lv45, CASTFORM Lv48, VULPIX Lv47
Set #278 - ? Unknown ? Swarm/Radar/GBA (rate=15) - QUILAVA Lv45, METAPOD Lv45, PACHIRISU Lv47, MISMAGIUS Lv46, LEDYBA Lv48, TORTERRA Lv47, KIRLIA Lv47, GYARADOS Lv45, SHUCKLE Lv47, COMBUSKEN Lv45, MIGHTYENA Lv47, RHYHORN Lv45, REGICE Lv47, DODRIO Lv45, WEEZING Lv47, WAILMER Lv45
Set #279 - ? Unknown ? Grass/Cave (rate=15) - ABSOL Lv45, EKANS Lv45, PRINPLUP Lv46, CROAGUNK Lv45, LOMBRE Lv47, DUSCLOPS Lv46, BURMY Lv47, BUTTERFREE Lv46, SCEPTILE Lv47, KINGDRA Lv45, DRAGONITE Lv48, BRONZOR Lv47
Set #280 - ? Unknown ? Swarm/Radar/GBA (rate=15) - BRONZONG Lv45, JIRACHI Lv45, ESPEON Lv47, GOLBAT Lv46, MEDICHAM Lv48, HITMONTOP Lv47, NOCTOWL Lv47, SEVIPER Lv45, PIDGEY Lv47, SNORLAX Lv45, SEADRA Lv47, LUXIO Lv45, TEDDIURSA Lv47, REMORAID Lv45, CROAGUNK Lv47, PSYDUCK Lv45
Set #281 - ? Unknown ? Grass/Cave (rate=15) - RIOLU Lv45, TORCHIC Lv45, TYROGUE Lv46, PARAS Lv45, WHISMUR Lv47, LILEEP Lv46, MEGANIUM Lv47, KADABRA Lv46, GABITE Lv47, MANTINE Lv45, HONCHKROW Lv48, MAGNEMITE Lv47
Set #282 - ? Unknown ? Swarm/Radar/GBA (rate=15) - OCTILLERY Lv45, GYARADOS Lv45, ZANGOOSE Lv47, DUGTRIO Lv46, HAPPINY Lv48, HARIYAMA Lv47, GEODUDE Lv47, MILOTIC Lv45, TOGEPI Lv47, MAGNEMITE Lv45, KYOGRE Lv47, SCEPTILE Lv45, PRINPLUP Lv47, GULPIN Lv45, OMASTAR Lv47, PIDGEOT Lv45
Set #283 - ? Unknown ? Grass/Cave (rate=15) - BEEDRILL Lv45, GABITE Lv45, SLOWKING Lv46, ANORITH Lv45, WORMADAM Lv47, MURKROW Lv46, NIDOQUEEN Lv47, HUNTAIL Lv46, BURMY Lv47, SWALOT Lv45, LUCARIO Lv48, WOOPER Lv47
Set #284 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MESPRIT Lv45, HORSEA Lv45, KYOGRE Lv47, VENUSAUR Lv46, BULBASAUR Lv48, MAROWAK Lv47, SUNFLORA Lv47, SWAMPERT Lv45, DROWZEE Lv47, DRIFLOON Lv45, TYROGUE Lv47, WAILORD Lv45, LEDYBA Lv47, AMPHAROS Lv45, LUNATONE Lv47, SALAMENCE Lv45
Set #285 - ? Unknown ? Grass/Cave (rate=15) - NIDORAN♀ Lv45, DRATINI Lv45, WEAVILE Lv46, CLEFABLE Lv45, FARFETCH’D Lv47, SPINDA Lv46, POLIWRATH Lv47, MEGANIUM Lv46, BUIZEL Lv47, BUDEW Lv45, NIDORAN♂ Lv48, GOLEM Lv47
Set #286 - ? Unknown ? Swarm/Radar/GBA (rate=15) - WHISMUR Lv45, BRONZONG Lv45, RATTATA Lv47, SNOVER Lv46, TENTACOOL Lv48, DUSTOX Lv47, VOLBEAT Lv47, NOCTOWL Lv45, IGGLYBUFF Lv47, PROBOPASS Lv45, NINCADA Lv47, SNORLAX Lv45, SCIZOR Lv47, CHINCHOU Lv45, PIDGEOT Lv47, ILLUMISE Lv45
Set #287 - Snowpoint Temple Grass/Cave (rate=5) - LAPRAS Lv47, NINETALES Lv48, METAPOD Lv49, VOLTORB Lv50, NIDORAN♀ Lv48, EEVEE Lv49, HITMONCHAN Lv47, GLACEON Lv49, JIRACHI Lv49, RAPIDASH Lv47, FROSLASS Lv49, UNOWN Lv47
Set #288 - Snowpoint Temple Swarm/Radar/GBA (rate=5) - CRESSELIA Lv47, CRADILY Lv48, MAGMORTAR Lv48, TORTERRA Lv49, VENOMOTH Lv49, RATTATA Lv47, DRAGONAIR Lv49, TAILLOW Lv47, GOLDUCK Lv49, LUNATONE Lv47, CHERRIM Lv49, OCTILLERY Lv47, MAMOSWINE Lv49, TROPIUS Lv47, GOLBAT Lv49, SEADRA Lv47
Set #289 - Snowpoint Temple Grass/Cave (rate=5) - SLAKING Lv47, SNUBBULL Lv48, MANTINE Lv49, MANAPHY Lv50, PILOSWINE Lv48, PIDGEY Lv49, BLASTOISE Lv47, CHARMANDER Lv49, STARAVIA Lv49, PERSIAN Lv47, MEOWTH Lv49, GASTLY Lv47
